日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2011-07-28,002603,8.88,9.9,9.9,8.64,457884,1963812515.56,17.7,39.04,2.78,88.05
2011-07-29,002603,10.44,10.59,10.95,10.34,241987,1139639535.82,6.16,6.97,0.69,46.54
2011-08-01,002603,10.26,10.65,10.95,9.99,181316,846682895.6,9.07,0.57,0.06,34.87
2011-08-02,002603,10.37,10.23,10.92,10.12,147909,692551030.29,7.51,-3.94,-0.42,28.44
2011-08-03,002603,9.88,10.08,10.34,9.79,95882,433545692.58,5.38,-1.47,-0.15,18.44
2011-08-04,002603,10.02,9.85,10.14,9.51,105795,468978974.84,6.25,-2.28,-0.23,20.35
2011-08-05,002603,9.38,9.53,9.99,9.27,90870,398254245.58,7.31,-3.25,-0.32,17.48
2011-08-08,002603,9.26,8.58,9.5,8.45,111290,454824705.02,11.02,-9.97,-0.95,21.4
2011-08-09,002603,8.09,8.76,8.95,8.06,85132,337883789.2,10.37,2.1,0.18,16.37
2011-08-10,002603,8.83,9.1,9.41,8.81,82163,344745210.96,6.85,3.88,0.34,15.8
2011-08-11,002603,8.89,9.49,9.61,8.83,74191,317220636.86,8.57,4.29,0.39,14.27
2011-08-12,002603,9.46,9.35,9.53,9.26,50238,215082996.0,2.85,-1.48,-0.14,9.66
2011-08-15,002603,9.35,9.25,9.43,9.05,49886,210799059.0,4.06,-1.07,-0.1,9.59
2011-08-16,002603,9.27,9.5,9.75,9.25,64183,279100496.0,5.41,2.7,0.25,12.34
2011-08-17,002603,9.5,9.34,9.51,9.26,35218,150684221.0,2.63,-1.68,-0.16,6.77
2011-08-18,002603,9.22,8.85,9.34,8.85,41749,173222943.0,5.25,-5.25,-0.49,8.03
2011-08-19,002603,8.5,8.63,8.78,8.47,29823,119553930.0,3.5,-2.49,-0.22,5.74
2011-08-22,002603,8.68,8.63,8.93,8.5,25892,104689169.0,4.98,0.0,0.0,4.98
2011-08-23,002603,8.68,9.09,9.09,8.64,33240,136361939.0,5.21,5.33,0.46,6.39
2011-08-24,002603,9.17,8.97,9.3,8.95,32785,137419103.0,3.85,-1.32,-0.12,6.3
2011-08-25,002603,9.05,9.16,9.22,8.85,31709,131838477.0,4.12,2.12,0.19,6.1
2011-08-26,002603,9.14,9.28,9.45,9.1,37494,159742778.0,3.82,1.31,0.12,7.21
2011-08-29,002603,9.19,9.49,9.59,9.17,44724,192279872.0,4.53,2.26,0.21,8.6
2011-08-30,002603,9.49,8.85,9.52,8.85,35096,148178282.0,7.06,-6.74,-0.64,6.75
2011-08-31,002603,8.88,8.9,8.91,8.53,23443,94701743.0,4.29,0.56,0.05,4.51
2011-09-01,002603,8.9,8.61,8.96,8.56,27556,110908889.0,4.49,-3.26,-0.29,5.3
2011-09-02,002603,8.62,8.47,8.66,8.31,20862,81988028.0,4.07,-1.63,-0.14,4.01
2011-09-05,002603,8.35,8.36,8.5,8.26,14760,57806623.0,2.83,-1.3,-0.11,2.84
2011-09-06,002603,8.32,8.35,8.46,8.17,18177,70715473.0,3.47,-0.12,-0.01,3.5
2011-09-07,002603,8.44,8.58,8.58,8.34,16423,64858366.0,2.87,2.75,0.23,3.16
2011-09-08,002603,8.58,8.31,8.67,8.3,17232,68255403.0,4.31,-3.15,-0.27,3.31
2011-09-09,002603,8.25,8.28,8.39,8.14,15959,61687022.0,3.01,-0.36,-0.03,3.07
2011-09-13,002603,8.31,8.41,8.5,8.17,12313,48288748.0,3.99,1.57,0.13,2.37
2011-09-14,002603,8.41,8.57,8.58,8.26,12943,50838012.0,3.8,1.9,0.16,2.49
2011-09-15,002603,8.58,8.57,8.64,8.49,10995,43740735.0,1.75,0.0,0.0,2.11
2011-09-16,002603,8.58,8.45,8.7,8.34,10444,41562994.0,4.2,-1.4,-0.12,2.01
2011-09-19,002603,8.34,8.2,8.34,8.09,11630,44716349.0,2.96,-2.96,-0.25,2.24
2011-09-20,002603,8.14,7.96,8.26,7.93,15395,58683828.0,4.02,-2.93,-0.24,2.96
